Thread_1, 21089882, 2059.47
Thread_2, 40746415, 3979.00
Thread_4, 79090816, 7723.43
Thread_8, 121454060, 11860.27
Thread_16, 121446540, 11859.45
Thread_32, 122843944, 11995.75
Thread_64, 125807105, 12285.42
