Thread_1, 0.00, 13306979.02
Thread_2, 0.00, 25882503.09
Thread_4, 0.00, 49720768.64
Thread_8, 0.00, 14521218.11
Thread_16, 0.00, 12241993.95
Thread_32, 0.00, 10162456.86
Thread_64, 0.00, 19233809.61
